No,report,report_info,order,date_report,date_submission,date_confirmation,province,location,lat,long,start,end,species,susceptible,cases,deaths,destroyed,slaughtered
121,en_fup_0000031751_20191107_172324,other report ,1,07/11/2019,07/11/2019,06/04/2019,Tibet,Linzhi_Bayi District_Farm_Zhongshaba Village Bujiu_Township,29.39055,94.42,02/03/2019,28/05/2019,Swine,5664.0,240.0,32,5632,0.0
121,en_fup_0000031751_20191107_172324,other report ,2,07/11/2019,07/11/2019,06/04/2019,Tibet,Linzhi_Gongbujiangda_Backyard_Xueka Village Bahe_Township,29.97398,93.69989,07/03/2019,28/05/2019,Swine,7.0,2.0,2,5,0.0
121,en_fup_0000031751_20191107_172324,other report ,3,07/11/2019,07/11/2019,06/04/2019,Tibet,Linzhi_Bomi_Village_Gongzhong_Village Yigong Township,30.27361,94.81111,21/03/2019,28/05/2019,Swine,79.0,21.0,21,58,0.0
122,en_fup_0000031752_20191107_170414,other report ,1,07/11/2019,07/11/2019,23/06/2019,Qinghai,Haidong_Pingan District_Backyard_Shangfatai Village _Shihuiyao Township,36.35521,101.887831,22/06/2019,07/08/2019,Swine,32.0,32.0,17,15,0.0
123,en_fup_0000031892_20190924_175316,other report ,1,24/09/2019,24/09/2019,18/02/2019,Guangxi,Beihai_Yinghai District_Farm_Pingyang_Village Pingyang_Township,21.4958,109.2108,11/02/2019,NA,Swine,23555.0,1629.0,924,9420,0.0
123,en_fup_0000031892_20190924_175316,other report ,2,24/09/2019,24/09/2019,18/02/2019,Guangxi,Guigang_Gangnan District_Farm_Hubiao Village Xintang_Township,22.98111,109.62388,04/03/2019,NA,Swine,3172.0,24.0,20,3152,0.0
123,en_fup_0000031892_20190924_175316,other report ,3,24/09/2019,24/09/2019,18/02/2019,Guangxi,Yulin_Bobai_Backyard_Taiyang_Village Wangmao_Township,22.12951,109.920208,25/05/2019,NA,Swine,1.0,1.0,0,1,0.0
123,en_fup_0000031892_20190924_175316,other report ,4,24/09/2019,24/09/2019,18/02/2019,Guangxi,Yulin_Luchuan_Farm_Datang Village Daqiao_Township,22.19555,110.24888,30/06/2019,NA,Swine,147.0,9.0,9,138,0.0
123,en_fup_0000031892_20190924_175316,other report ,5,24/09/2019,24/09/2019,18/02/2019,Guangxi,Guigang_Gangbei District_Farm_Zhongli Village Zhongli_Township,23.2575,109.61222,04/07/2019,NA,Swine,744.0,42.0,1,743,0.0
123,en_fup_0000031892_20190924_175316,other report ,6,24/09/2019,24/09/2019,18/02/2019,Guangxi,Fangchenggang_Fangcheng District_Other_Toll station exit of_Qindong_highway Highway_checkpoint for Animal_health supervision,21.71777,108.45638,05/08/2019,NA,Swine,52.0,51.0,1,51,0.0
123,en_fup_0000031892_20190924_175316, (this report ,7,24/09/2019,24/09/2019,18/02/2019,Guangxi,Wuzhou_Cenxi City_Slaughterhouse_Siying Village  Cenxi_Township,22.92611,110.96611,21/09/2019,NA,Swine,120.0,2.0,2,118,0.0
124,en_fup_0000032148_20191021_155119,other report ,1,18/10/2019,21/10/2019,18/02/2019,Guangxi,Beihai_Yinghai District_Farm_Pingyang_Village Pingyang_Township,21.4958,109.2108,11/02/2019,NA,Swine,23555.0,1629.0,924,9420,0.0
124,en_fup_0000032148_20191021_155119,other report ,2,18/10/2019,21/10/2019,18/02/2019,Guangxi,Guigang_Gangnan District_Farm_Hubiao Village Xintang_Township,22.98111,109.62388,04/03/2019,NA,Swine,3172.0,24.0,20,3152,0.0
124,en_fup_0000032148_20191021_155119,other report ,3,18/10/2019,21/10/2019,18/02/2019,Guangxi,Yulin_Bobai_Backyard_Taiyang_Village Wangmao_Township,22.12951,109.920208,25/05/2019,NA,Swine,1.0,1.0,0,1,0.0
124,en_fup_0000032148_20191021_155119,other report ,4,18/10/2019,21/10/2019,18/02/2019,Guangxi,Yulin_Luchuan_Farm_Datang Village Daqiao_Township,22.19555,110.24888,30/06/2019,NA,Swine,147.0,9.0,9,138,0.0
124,en_fup_0000032148_20191021_155119,other report ,5,18/10/2019,21/10/2019,18/02/2019,Guangxi,Guigang_Gangbei District_Farm_Zhongli Village Zhongli_Township,23.2575,109.61222,04/07/2019,NA,Swine,744.0,42.0,1,743,0.0
124,en_fup_0000032148_20191021_155119,other report ,6,18/10/2019,21/10/2019,18/02/2019,Guangxi,Fangchenggang_Fangcheng District_Other_Toll station exit of_Qindong_highway Highway_checkpoint for Animal_health supervision,21.71777,108.45638,05/08/2019,NA,Swine,52.0,51.0,1,51,0.0
124,en_fup_0000032148_20191021_155119,other report ,7,18/10/2019,21/10/2019,18/02/2019,Guangxi,Wuzhou_Cenxi City_Slaughterhouse_Siying Village  Cenxi_Township,22.92611,110.96611,21/09/2019,NA,Swine,120.0,2.0,2,118,0.0
124,en_fup_0000032148_20191021_155119, (this report ,8,18/10/2019,21/10/2019,18/02/2019,Guangxi,Yulin_Bobai_Other_Highway checkpoint for_Animal health_supervision Toll station_for G59 highway in the_Songwang Township,21.83138,109.7475,12/10/2019,NA,Swine,48.0,9.0,9,39,NA
125,en_fup_0000032233_20191028_131553,other report ,1,27/10/2019,28/10/2019,21/02/2019,Yunnan,Nujiang of the Lisu_Autonomous Prefecture_Lushui City_Farm_Xinzhai Village Liuku_Township,25.81839,98.89023,17/02/2019,NA,Swine,1304.0,6.0,2,1301,0.0
125,en_fup_0000032233_20191028_131553,other report ,2,27/10/2019,28/10/2019,21/02/2019,Yunnan,Diqing Tibetan_Autonomous Prefecture_Shangri-la City_Village_Heping_Village Xiaozhongdian_Township,27.51427,99.84652,02/04/2019,NA,Swine,301.0,196.0,105,196,0.0
125,en_fup_0000032233_20191028_131553,other report ,3,27/10/2019,28/10/2019,21/02/2019,Yunnan,Wenshan Zhuang and_Miao Autonomous_Prefecture_Xianshan_Village_Likezhe Village Weimo_Township,23.83749,104.22583,23/05/2019,NA,Swine,104.0,49.0,48,56,0.0
125,en_fup_0000032233_20191028_131553,other report ,4,27/10/2019,28/10/2019,21/02/2019,Yunnan,Dai Autonomous_Prefecture of_Xishuangbanna_Menghai_Village_Pazhen Village Gelanghe_Township,21.8704,100.5971,26/05/2019,NA,Swine,80.0,37.0,12,68,0.0
125,en_fup_0000032233_20191028_131553,other report ,5,27/10/2019,28/10/2019,21/02/2019,Yunnan,Zhaotong_Yongshan_Farm_Laojie_Community Daxing_Township,27.6836,103.3739,20/08/2019,NA,Swine,120.0,55.0,26,94,0.0
125,en_fup_0000032233_20191028_131553, (this report ,6,27/10/2019,28/10/2019,21/02/2019,Yunnan,Chuxiong Yi National_Autonomous Prefecture_Chuxiong_Backyard_Longhe Village  Donggua_Township,25.19277,101.47694,21/10/2019,NA,Swine,15.0,3.0,3,12,0.0
126,en_fup_0000032332_20191115_122844,other report ,1,15/11/2019,15/11/2019,21/03/2019,Chongking,Shizhu_Backyard_Shuangba Village Daxie_Township,30.03944,108.11666,17/03/2019,03/05/2019,Swine,91.0,9.0,6,85,0.0
126,en_fup_0000032332_20191115_122844, (this report ,2,15/11/2019,15/11/2019,21/03/2019,Chongking,Dianjiang_Other_Toll station for G50_highway in the Minxin_Village Chengxi_Township,30.18956,107.30243,06/11/2019,NA,Swine,25.0,1.0,1,24,NA
127,en_fup_0000032362_20191115_115516,other report ,1,15/11/2019,15/11/2019,21/02/2019,Yunnan,Nujiang of the Lisu_Autonomous Prefecture_Lushui City_Farm_Xinzhai Village Liuku_Township,25.81839,98.89023,17/02/2019,NA,Swine,1304.0,6.0,2,1301,0.0
127,en_fup_0000032362_20191115_115516,other report ,2,15/11/2019,15/11/2019,21/02/2019,Yunnan,Diqing Tibetan_Autonomous Prefecture_Shangri-la City_Village_Heping_Village Xiaozhongdian_Township,27.51427,99.84652,02/04/2019,NA,Swine,301.0,196.0,105,196,0.0
127,en_fup_0000032362_20191115_115516,other report ,3,15/11/2019,15/11/2019,21/02/2019,Yunnan,Wenshan Zhuang and_Miao Autonomous_Prefecture_Xianshan_Village_Likezhe Village Weimo_Township,23.83749,104.22583,23/05/2019,NA,Swine,104.0,49.0,48,56,0.0
127,en_fup_0000032362_20191115_115516,other report ,4,15/11/2019,15/11/2019,21/02/2019,Yunnan,Dai Autonomous_Prefecture of_Xishuangbanna_Menghai_Village_Pazhen Village Gelanghe_Township,21.8704,100.5971,26/05/2019,NA,Swine,80.0,37.0,12,68,0.0
127,en_fup_0000032362_20191115_115516,other report ,5,15/11/2019,15/11/2019,21/02/2019,Yunnan,Zhaotong_Yongshan_Farm_Laojie_Community Daxing_Township,27.6836,103.3739,20/08/2019,NA,Swine,120.0,55.0,26,94,0.0
127,en_fup_0000032362_20191115_115516,other report ,6,15/11/2019,15/11/2019,21/02/2019,Yunnan,Chuxiong Yi National_Autonomous Prefecture_Chuxiong_Backyard_Longhe Village  Donggua_Township,25.19277,101.47694,21/10/2019,NA,Swine,15.0,3.0,3,12,0.0
127,en_fup_0000032362_20191115_115516, (this report ,7,15/11/2019,15/11/2019,21/02/2019,Yunnan,Baoshan_Tengchong_Farm_Baiguo Community Jietou_Township,25.3926,98.651,10/11/2019,NA,Swine,261.0,177.0,97,164,NA
128,en_imm_0000027442_20180803_155752, (this report ,1,03/08/2018,03/08/2018,03/08/2018,Liaoning,Shenyang_Shenbei New District_Farm_Shenbei Street,42.0225,123.2932,01/08/2018,NA,Swine,383.0,47.0,47,336,0.0
129,en_imm_0000027568_20180816_165812, (this report ,1,16/08/2018,16/08/2018,16/08/2018,Henan,Zhengzhou_Slaughterhouse_Economic Development_Zone,34.724,113.848,14/08/2018,NA,Swine,260.0,30.0,30,230,0.0
130,en_imm_0000027598_20180820_154827, (this report ,1,19/08/2018,19/08/2018,19/08/2018,Jiangsu,Lianyungang_Haizhou District_Farm_Baofu Village,34.628,119.054,15/08/2018,NA,Swine,615.0,615.0,88,527,0.0
131,en_imm_0000027636_20180823_183422, (this report ,1,23/08/2018,23/08/2018,22/08/2018,Zhejiang,Wenzhou_Yueqing_Farm_Zhang ao Village,28.2,120.94,17/08/2018,NA,Swine,430.0,430.0,340,90,0.0
132,en_imm_0000027741_20180831_161124, (this report ,1,31/08/2018,31/08/2018,30/08/2018,Anhui,Wuhu_Nanling_Farm_Yanhe Village,30.891,118.475,17/08/2018,NA,Swine,459.0,185.0,80,379,0.0
133,en_imm_0000027819_20180905_145015, (this report,1,05/09/2018,05/09/2018,05/09/2018,Heilongjiang,Jiamusi_Backyard_Fanjia Tun  Changqing_Township,46.821,130.273,01/09/2018,NA,Swine,87.0,39.0,12,75,0.0
134,en_imm_0000027959_20180917_164758, (this,1,14/09/2018,14/09/2018,14/09/2018,Inner Mongolia,XilinGol League_Abaga_Backyard_Bieligutai Township,44.017,114.581,12/09/2018,NA,Swine,237.0,16.0,16,221,NA
134,en_imm_0000027959_20180917_164758,other,2,14/09/2018,14/09/2018,14/09/2018,Inner Mongolia,XilinGol League_Zhenglan_Backyard_Caiyuan Village Shangdu_Township,42.151,116.003,15/09/2018,NA,Swine,159.0,14.0,8,151,NA
135,en_imm_0000028033_20180921_151108, (this report ,1,21/09/2018,21/09/2018,21/09/2018,Jilin,Gongzhuling_Farm_Daxing Village Nanweizi_Township,43.293,124.433,17/09/2018,NA,Swine,484.0,56.0,56,428,0.0
136,en_imm_0000028249_20181015_120016, (this report ,1,12/10/2018,13/10/2018,12/10/2018,Tianjin,Jizhou District_Farm_Laosongzhuang Village _Houjiaying Township,39.815,117.308,10/10/2018,NA,Swine,639.0,292.0,189,450,0.0
137,en_imm_0000028300_20181018_173444, (this report ,1,18/10/2018,18/10/2018,17/10/2018,Shanxi,Datong_Zuoyun_Backyard_Zhangjiachang Township,40.117,112.5034,16/10/2018,NA,Swine,160.0,7.0,4,156,0.0
138,en_imm_0000028351_20181024_114554, (this report ,1,22/10/2018,24/10/2018,20/10/2018,Yunnan,Zhaotong_Zhenxiong_Farm_Tianba Village Niuchang_Township,27.533,104.616,19/10/2018,NA,Swine,804.0,298.0,298,506,0.0
138,en_imm_0000028351_20181024_114554, (this report ,2,22/10/2018,24/10/2018,20/10/2018,Yunnan,Zhaotong_Zhenxiong_Farm_Muxiang_Village Muxiang_Township,27.568,105.188,19/10/2018,NA,Swine,353.0,247.0,247,106,0.0
139,en_imm_0000028369_20181024_123506, (this report ,1,23/10/2018,24/10/2018,22/10/2018,Hunan,Changde_Taoyuan_Farm_Qinglin Township,28.963,111.485,28/09/2018,NA,Swine,268.0,208.0,31,237,0.0
139,en_imm_0000028369_20181024_123506, (this report ,2,23/10/2018,24/10/2018,22/10/2018,Hunan,Yiyang_Taojiang_Farm_Daligang_Community Daligang_Township,28.483,111.887,03/10/2018,NA,Swine,546.0,44.0,17,529,0.0
140,en_imm_0000028398_20181026_150638, (this report ,1,26/10/2018,26/10/2018,25/10/2018,Guizhou,Bijie_Hezhang_Backyard_Pingzi Village Zhezhuang_Township,27.326,104.841,14/10/2018,NA,Swine,10.0,8.0,8,2,0.0
141,en_imm_0000028517_20181105_171340, (this report ,1,04/11/2018,05/11/2018,04/11/2018,Chongking,Fengdu_Farm_Baojialu Village Xingyi_Township,29.874,107.78,02/11/2018,NA,Swine,309.0,3.0,3,306,0.0
142,en_imm_0000028561_20181108_174459, (this report ,1,08/11/2018,08/11/2018,07/11/2018,Hubei,Huanggang_Luotian_Farm_Baihewan Village  Hepu_Township,31.012,115.439,30/10/2018,NA,Swine,821.0,22.0,4,817,0.0
143,en_imm_0000028578_20181109_160525, (this report ,1,09/11/2018,09/11/2018,08/11/2018,Jiangxi,Shangrao_Wannian_Farm_Huangying Village _Chenying Township,28.686,117.029,07/11/2018,NA,Swine,154.0,49.0,49,105,0.0
144,en_imm_0000028580_20181109_154413, (this report ,1,09/11/2018,09/11/2018,08/11/2018,Fujian,Putian_Chengxiang District_Farm_Qingshan Village _Linchuan Township,25.297,119.028,06/11/2018,NA,Swine,4521.0,85.0,85,4436,0.0
145,en_imm_0000028645_20181119_161110, (this report ,1,19/11/2018,19/11/2018,15/11/2018,Sichuan,Yibin_Gao County_Backyard_Gualu Village Qingfu_Township,28.465,104.544,13/11/2018,NA,Swine,40.0,16.0,10,30,0.0
145,en_imm_0000028645_20181119_161110, (this report ,2,19/11/2018,19/11/2018,15/11/2018,Sichuan,Chengdu_Xinjing_Farm_Tiangong_Community Puxing_Township,30.436,103.918,13/11/2018,NA,Swine,110.0,27.0,13,97,0.0
146,en_imm_0000028669_20181119_160039, (this report ,1,17/11/2018,19/11/2018,17/11/2018,Shanghai,Jinshan District_Farm_Zhongmin Village _Liangxia Township,30.812,121.143,15/11/2018,NA,Swine,314.0,50.0,11,303,0.0
147,en_imm_0000028732_20181126_170427, (this report ,1,23/11/2018,24/11/2018,23/11/2018,Beijing,Fangshan District_Farm_Guogezhuang Village _Qinglonghu Township,39.753,116.079,20/11/2018,NA,Swine,1325.0,49.0,49,1276,0.0
147,en_imm_0000028732_20181126_170427, (this report ,2,23/11/2018,24/11/2018,23/11/2018,Beijing,Fangshan District_Farm_Xuezhuang Village _Liulihe Township,39.582,116.133,20/11/2018,NA,Swine,429.0,37.0,37,392,0.0
148,en_imm_0000028840_20181207_141323, (this report ,1,07/12/2018,07/12/2018,02/12/2018,Shaanxi,Xi an_Huyi District_Farm_Liudong Village  Weifeng_Township,34.196,108.627,27/11/2018,NA,Swine,1389.0,205.0,79,1310,0.0
148,en_imm_0000028840_20181207_141323, (this report ,2,07/12/2018,07/12/2018,02/12/2018,Shaanxi,Xi an_Chang an District_Farm_Dongjiangpo Village _Duqu Township,34.084,109.035,27/11/2018,NA,Swine,3442.0,85.0,64,3378,0.0
149,en_imm_0000028924_20181214_150507, (this report ,1,14/12/2018,14/12/2018,12/12/2018,Qinghai,Xining_Datong Hui and Tu _Autonomous County_Backyard_Daitongzhuang Village _Shuobei Township,36.949,101.712,10/12/2018,NA,Swine,365.0,14.0,14,351,0.0
150,en_imm_0000029007_20181220_163016, (this report ,1,19/12/2018,19/12/2018,19/12/2018,Guangdong,Zhuhai_Xiangzhou District_Slaughterhouse_Qianshan Slaughter house,22.267,113.522,17/12/2018,NA,Swine,50.0,11.0,11,39,0.0
151,en_imm_0000029190_20190114_183016, (this report ,1,14/01/2019,14/01/2019,12/01/2019,Jiangsu,Suqian_Siyang_Farm_Huajing Village Nanliuji_Township,33.7986,118.6736,06/01/2019,NA,Swine,68969.0,2452.0,1369,39684,0.0
152,en_imm_0000029199_20190115_145429, (this report ,1,14/01/2019,15/01/2019,13/01/2019,Gansu,Qingyang_Qingcheng_Backyard_Zhongping Village Yima_Township,35.9066,107.6884,07/01/2019,NA,Swine,109.0,44.0,9,100,0.0
153,en_imm_0000029266_20190121_182029, (this report ,1,21/01/2019,21/01/2019,19/01/2019,Ningxia,Yinchuan_Yongning_Backyard_Banqiao_Village Wangyuan_Township,38.3536,106.3069,11/01/2019,NA,Swine,57.0,26.0,13,44,0.0
154,en_imm_0000029519_20190213_145251, (this report ,1,13/02/2019,13/02/2019,07/02/2019,Hunan,Yongzhou_Economic and_Technological_Development Zone_Farm_Hengchong_Village RenWan_Township,26.40305,111.5875,04/02/2019,NA,Swine,4776.0,270.0,171,4605,0.0
155,en_imm_0000029594_20190225_162359, (this report ,1,25/02/2019,25/02/2019,18/02/2019,Guangxi,Beihai_Yinghai District_Farm_Pingyang_Village Pingyang_Township,21.4958,109.2108,11/02/2019,NA,Swine,23555.0,1629.0,924,9420,0.0
156,en_imm_0000029625_20190222_120944, (this report ,1,22/02/2019,22/02/2019,20/02/2019,Shandong,Jinan_Laiwu District_Farm_Dongyaoguan_Village Chayekou_Township,36.45805,117.6662,18/02/2019,NA,Swine,4504.0,17.0,3,4501,0.0
157,en_imm_0000029634_20190225_155911, (this report ,1,22/02/2019,25/02/2019,21/02/2019,Yunnan,Nujiang of the Lisu_Autonomous Prefecture_Lushui City_Farm_Xinzhai Village Liuku_Township,25.81839,98.89023,17/02/2019,NA,Swine,1304.0,6.0,2,1301,0.0
158,en_imm_0000029664_20190226_125143, (this report ,1,25/02/2019,26/02/2019,24/02/2019,Hebei,Baoding_Xushui District_Farm_Fangling Village Dayin_Township,38.90805,115.69055,22/02/2019,NA,Swine,5600.0,107.0,107,5493,0.0
159,en_imm_0000029700_20190301_145149, (this report ,1,01/03/2019,01/03/2019,27/02/2019,Shaanxi,Yulin_Jingbian_Farm_Haizetan Village _Haizetan Township,37.7527,108.87699,17/02/2019,NA,Swine,11334.0,150.0,62,3470,0.0
160,en_imm_0000029922_20190325_171519, (this report ,1,22/03/2019,25/03/2019,21/03/2019,Chongking,Shizhu_Backyard_Shuangba Village Daxie_Township,30.03944,108.11666,17/03/2019,NA,Swine,91.0,9.0,6,85,0.0
161,en_imm_0000030007_20190417_113154, (this report ,1,30/03/2019,30/03/2019,30/03/2019,Hubei,Enshi Tujia and Miao_Autonomous Prefecture_Lichuan City_Backyard_Mingxing Village Jiannan_Township,30.48303,108.45214,10/03/2019,NA,Swine,83.0,83.0,73,10,0.0
161,en_imm_0000030007_20190417_113154, (this report ,2,30/03/2019,30/03/2019,30/03/2019,Hubei,Enshi Tujia and Miao_Autonomous Prefecture_Lichuan City_Farm_Zhamu Community _Duting Township,30.26527,108.93833,21/03/2019,NA,Swine,142.0,8.0,5,137,0.0
162,en_imm_0000030048_20190408_124806, (this report ,1,06/04/2019,06/04/2019,03/04/2019,Xinjiang,Urumqi_Midong District_Farm_Jianquanzi_Community Shandaoba_Township,44.12305,87.64722,01/04/2019,NA,Swine,200.0,15.0,15,185,0.0
162,en_imm_0000030048_20190408_124806,other report ,2,06/04/2019,06/04/2019,03/04/2019,Xinjiang,Kashgar Prefecture_Yecheng_Farm_11th Village Yitimukong_Township,37.87916,77.39894,04/04/2019,NA,Swine,341.0,39.0,39,302,NA
163,en_imm_0000030086_20190408_180808, (this report ,1,08/04/2019,08/04/2019,06/04/2019,Tibet,Linzhi_Bayi District_Farm_Zhongshaba Village Bujiu_Township,29.39055,94.42,02/03/2019,NA,Swine,5664.0,240.0,32,5632,0.0
163,en_imm_0000030086_20190408_180808, (this report ,2,08/04/2019,08/04/2019,06/04/2019,Tibet,Linzhi_Gongbujiangda_Backyard_Xueka Village Bahe_Township,29.97398,93.69989,07/03/2019,NA,Swine,7.0,2.0,2,5,0.0
163,en_imm_0000030086_20190408_180808, (this report ,3,08/04/2019,08/04/2019,06/04/2019,Tibet,Linzhi_Bomi_Village_Gongzhong_Village Yigong Township,30.27361,94.81111,21/03/2019,NA,Swine,79.0,21.0,21,58,0.0
164,en_imm_0000030234_20190423_154642,other report ,1,19/04/2019,19/04/2019,19/04/2019,Hainan,Haikou_Xiuying District_Farm_Rulin Village Yongxing_Township,19.85333,110.27444,11/04/2019,NA,Swine,252.0,252.0,43,209,NA
164,en_imm_0000030234_20190423_154642, (this report ,2,19/04/2019,19/04/2019,19/04/2019,Hainan,Wanning_Village_Siwei Village  Dong'ao_Township,18.74701,110.43483,11/04/2019,NA,Swine,419.0,49.0,49,370,0.0
164,en_imm_0000030234_20190423_154642, (this report ,3,19/04/2019,19/04/2019,19/04/2019,Hainan,Danzhou_Village_Meiwan Village Heqing_Township,19.251019,109.698304,12/04/2019,NA,Swine,302.0,28.0,28,274,0.0
164,en_imm_0000030234_20190423_154642,other report ,4,19/04/2019,19/04/2019,19/04/2019,Hainan,Lingshui_Backyard_Paitian Village Timeng_Township,18.60073,110.02274,13/04/2019,NA,Swine,86.0,34.0,34,0,NA
164,en_imm_0000030234_20190423_154642,other report ,5,19/04/2019,19/04/2019,19/04/2019,Hainan,Chengmai_Farm_Mianqianpo_Village Jiayue Township,19.56085,109.99155,14/04/2019,NA,Swine,172.0,62.0,62,110,NA
164,en_imm_0000030234_20190423_154642,other report ,6,19/04/2019,19/04/2019,19/04/2019,Hainan,Baoting_Backyard_Daolong_Village Baocheng_Township,18.63638,109.7375,16/04/2019,NA,Swine,7.0,7.0,7,0,NA
165,en_imm_0000030552_20190521_132453, (this report ,1,21/05/2019,21/05/2019,18/05/2019,Guizhou,Guiyang_Wudang District_Slaughterhouse_Luowan Village _Dongfeng Township,26.65767,106.8225,17/05/2019,NA,Swine,75.0,6.0,6,69,0.0
166,en_imm_0000030824_20190625_141729, (this report ,1,24/06/2019,25/06/2019,23/06/2019,Qinghai,Haidong_Pingan District_Backyard_Shangfatai Village _Shihuiyao Township,36.35521,101.887831,22/06/2019,NA,Swine,32.0,32.0,17,15,0.0
167,en_imm_0000031265_20190808_154111, (this report ,1,08/08/2019,08/08/2019,27/07/2019,Liaoning,Shenyang_Kangping_Other_Toll station exit of_Haizhou highway,42.60777,123.27055,26/07/2019,NA,Swine,70.0,20.0,20,50,0.0
167,en_imm_0000031265_20190808_154111, (this report ,2,08/08/2019,08/08/2019,27/07/2019,Liaoning,Tieling_Xifeng_Other_Highway checkpoint for_Animal health_supervision Toll station_exit of highway,42.77722,124.85916,26/07/2019,NA,Swine,65.0,1.0,1,64,0.0
167,en_imm_0000031265_20190808_154111, (this report ,3,08/08/2019,08/08/2019,27/07/2019,Liaoning,Tieling_Xifeng_Other_Highway checkpoint for_Animal health_supervision Toll station_exit of highway,42.96083,124.85861,26/07/2019,NA,Swine,70.0,1.0,1,69,0.0
